,record_id,dog_name,purebred,akc,purebred_breed,okc,mixbred,mixbred_breed,acquisition_source,dog_age_acq_months,dog_age_today_months,dog_sex,dog_spayed,dog_sex_month,dog_weight,q02_main_1,q02_main_2,q02_main_3,q02_main_4,q02_main_5,q02_main_6,q02_main_7,q02_main_8,q02_main_9,q02_main_10,q02_main_12,q02_main_13,q03_form_5,q03_severity,prof_help,prof_type_3,prof_type_1,prof_type_2,prof_score,prof_discover,health_iss_1,health_iss_2,health_iss_3,health_iss_4,health_iss_5,health_iss_6,heath_oth,trainer_mult,trainer_count,trainer_cred,trainer_cred_type,trainer_cred_other,consultant_mult,consultant_count,consultant_cred,consultant_cred_type_1,consultant_cred_type_2,consultant_cred_type_3,consultant_cred_type_4,consultant_cred_type_5,consultant_cred_other,best_prof,best_prof_combo,training_methods_1,training_methods_2,training_methods_3,training_methods_4,equipment_1,equipment_2,equipment_3,equipment_4,equipment_5,equipment_9,equipment_6,equipment_7,equipment_10,equipment_11,equipment_8,desc_other_equip,med_rec,med_pursued,med_list_1,med_list_2,med_list_3,med_list_4,med_list_5,med_list_6,med_list_7,med_list_8,med_list_9,med_list_10,med_list_11,med_list_12,med_list_13,desc_other_med,med_combo_1,med_combo_2,med_combo_3,med_combo_4,med_combo_5,med_combo_6,med_combo_7,med_combo_8,med_combo_9,med_combo_10,med_combo_11,med_combo_12,med_combo_13,desc_other_combo,fluoxetine_dose,fluoxetine_freq,fluoxetine_nec,fluoxetine_span,fluoxetine_span_wk,fluoxetine_span_mn,fluoxetine_span_yr,sertraline_dose,sertraline_freq,sertraline_nec,sertraline_span,sertraline_span_wk,sertraline_span_mn,sertraline_span_yr,paroxetine_dose,paroxetine_freq,paroxetine_nec,paroxetine_span,paroxetine_span_wk,paroxetine_span_mn,paroxetine_span_yr,citalopram_dose,citalopram_freq,citalopram_nec,citalopram_span,citalopram_span_wk,citalopram_span_mn,citalopram_span_yr,escitalopram_dose,escitalopram_freq,escitalopram_nec,escitalopram_span,escitalopram_span_wk,escitalopram_span_mn,escitalopram_span_yr,clomipramine_dose,clomipramine_freq,clomipramine_nec,clomipramine_span,clomipramine_span_wk,clomipramine_span_mn,clomipramine_span_yr,trazadone_dose,trazadone_freq,trazadone_nec,trazadone_span,trazadone_span_wk,trazadone_span_mn,trazadone_span_yr,buspirone_dose,buspirone_freq,buspirone_nec,buspirone_span,buspirone_span_wk,buspirone_span_mn,buspirone_span_yr,valium_dose,valium_freq,valium_nec,valium_span,valium_span_wk,valium_span_mn,valium_span_yr,clonidine_dose,clonidine_freq,clonidine_nec,clonidine_span,clonidine_span_wk,clonidine_span_mn,clonidine_span_yr,acepromazine_dose,acepromazine_freq,acepromazine_nec,acepromazine_span,acepromazine_span_wk,acepromazine_span_mn,acepromazine_span_yr,diphenhydramine_dose,diphenhydramine_freq,diphenhydramine_nec,diphenhydramine_span,diphenhydramine_span_wk,diphenhydramine_span_mn,diphenhydramine_span_yr,other_drug_dose,other_drug_freq,other_drug_nec,other_drug_span,other_drug_span_wk,other_drug_span_mn,other_drug_span_yr,alt_treatment,alt_med_type_1,alt_med_type_2,alt_med_type_3,alt_med_type_4,alt_med_type_5,alt_med_type_6,alt_med_type_7,alt_med_type_8,alt_med_type_9,alt_med_type_10,alt_med_type_11,alt_med_type_12,alt_med_type_13,alt_med_type_15,alt_med_type_16,alt_med_type_17,alt_med_type_18,behavior_prog_rec,behavior_prog,behavior_tech_used_1,behavior_tech_used_2,behavior_tech_used_3,behavior_tech_used_4,behavior_tech_used_5,behavior_tech_used_6,behavior_tech_used_7,behavior_tech_used_8,behavior_tech_used_9,behavior_tech_used_10,behavior_tech_used_11,behavior_tech_used_12,behavior_tech_used_13,behavior_tech_used_14,behavior_tech_used_15,behavior_tech_used_16,behavior_tech_used_17,behavior_tech_used_18,behavior_tech_used_19,behavior_tech_other,behavior_tech_best_1,behavior_tech_best_2,behavior_tech_best_3,behavior_tech_best_4,behavior_tech_best_5,behavior_tech_best_6,behavior_tech_best_7,behavior_tech_best_8,behavior_tech_best_9,behavior_tech_best_10,behavior_tech_best_11,behavior_tech_best_12,behavior_tech_best_13,behavior_tech_best_14,behavior_tech_best_15,behavior_tech_best_16,behavior_tech_best_17,behavior_tech_best_18,behavior_tech_best_19,behavior_other_best,aggression_1,aggression_2,aggression_3,aggression_4,aggression_5,aggression_6,aggression_7,aggression_8,aggression_9,aggression_10,aggression_11,final_word,owner_id,dw_orig,fluoxetine_day_dose,sertraline_day_dose,paroxetine_day_dose,citalopram_day_dose,escitalopram_day_dose,clomipramine_day_dose,trazadone_day_dose,buspirone_day_dose,valium_day_dose,clonidine_day_dose,acepromazine_day_dose,diphenhydramine_day_dose,fluoxetine_day_freq,sertraline_day_freq,paroxetine_day_freq,citalopram_day_freq,escitalopram_day_freq,clomipramine_day_freq,trazadone_day_freq,buspirone_day_freq,valium_day_freq,clonidine_day_freq,acepromazine_day_freq,diphenhydramine_day_freq,fluoxetine_daily_dose,sertraline_daily_dose,paroxetine_daily_dose,citalopram_daily_dose,escitalopram_daily_dose,clomipramine_daily_dose,trazadone_daily_dose,buspirone_daily_dose,valium_daily_dose,clonidine_daily_dose,acepromazine_daily_dose,diphenhydramine_daily_dose,agg_conf,agg_idh,agg_ext_ppl,agg_ext_dog,agg_pred,agg_avg
717,915,Momo,0.0,,,,0.0,,4.0,,60.0,2.0,1.0,,15.87572,1,1,0,0,0,0,0,0,0,0,1,0,0,,1.0,0,1,0,1,,0,0,0,0,0,0,,0.0,1.0,2.0,,,,,,0,0,0,0,0,,2.0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,6.0,,,5.0,,,,,,,,879,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.0,,5.5
718,916,Lola,0.0,,,,1.0,Chihuahua/yorkie,7.0,2.0,60.0,2.0,1.0,6.0,6.350288,1,1,0,1,0,0,0,0,0,1,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,,,5.0,,,,,,,,1.0,880,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,5.0
719,921,Tucker,0.0,,,,1.0,American Pitbull Terrier/Labrador Retriever,4.0,9.0,156.0,1.0,1.0,4.0,33.565808,1,0,0,0,0,0,0,1,0,0,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,,,,4.0,,,,,,,,,1.0,885,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,4.0
720,924,Silver,0.0,,,,1.0,"Pyrenees, lab",4.0,30.0,36.0,2.0,1.0,,38.55532,1,0,0,0,1,0,0,0,0,0,1,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,"Anti bark apparatus outside, supposedly emits hi pitch when barks heard",,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,4.0,,6.0,,,,,1.0,888,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0
721,931,Obi,0.0,,,,0.0,,4.0,3.0,84.0,1.0,1.0,2.0,6.350288,1,1,0,0,0,1,0,1,0,1,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,7.0,4.0,7.0,,,,,1.0,893,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0
722,943,Syd,0.0,,,,1.0,Norfolk terrier mix,4.0,24.0,36.0,2.0,1.0,24.0,5.443104,1,1,0,1,1,1,0,0,0,0,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,4.0,4.0,4.0,,,4.0,,,,,1.0,905,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,4.0
723,945,Maggie,1.0,1.0,178.0,,,,6.0,,108.0,2.0,1.0,72.0,18.14368,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,1.0,0,0,1,1,,0,0,0,0,0,0,,,,,,,0.0,1.0,1.0,0,0,0,0,1,Capt-Ka,5.0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,,,,,5.0,,,,,,,,1.0,907,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,5.0
724,949,Jemma,1.0,1.0,161.0,,,,9.0,48.0,48.0,2.0,1.0,,54.431039999999996,1,0,0,1,0,0,0,0,0,0,0,0,0,,1.0,1,1,1,3,0.0,0,0,0,0,0,0,,0.0,1.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0,,2.0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,4.0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,,,,,5.0,,,,,,,5.0,,911,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0,5.0
725,955,Linus,1.0,1.0,181.0,,,,4.0,18.0,168.0,1.0,1.0,18.0,15.422128,1,1,0,0,0,1,0,1,0,0,0,1,1,5.0,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5.0,,,,,,,,1.0,917,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,5.0
726,958,Stella,0.0,,,,1.0,Husky Anatolian Shepard  bernaise mountain dog,4.0,4.0,36.0,2.0,1.0,5.0,30.844256,1,1,0,0,0,0,0,0,0,0,0,0,0,,1.0,0,0,1,1,,0,0,0,0,0,0,,,,,,,0.0,1.0,1.0,0,0,0,0,1,Working with dogs for many years,8.0,I became a certified dog trainer myself,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,7.0,,7.0,,,,,,,,1.0,920,68lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,,,7.0
727,976,"Thackery ""Binx"" KitKat ",1.0,1.0,186.0,,,,5.0,1.5,12.0,1.0,1.0,6.0,5.896696,1,1,0,0,0,1,1,0,0,0,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,,7.0,,,,,,,,,,,,937,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,7.0
728,979,Zumba,0.0,,,,1.0,German Shorthair Pointer/Border Collie,4.0,14.399999999999999,96.0,2.0,1.0,8.0,20.41164,1,0,0,0,0,0,0,0,0,0,1,0,0,,1.0,0,1,0,1,,0,0,0,0,0,0,,0.0,1.0,2.0,,,,,,0,0,0,0,0,,2.0,,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,,,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,7.0,,,,,1.0,940,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,7.0
729,989,Kira,1.0,1.0,92.0,,,,5.0,2.0,144.0,2.0,1.0,24.0,38.101728,1,1,1,0,0,0,0,0,0,0,0,0,1,3.0,1.0,0,0,1,1,,0,0,0,0,0,0,,,,,,,1.0,2.0,1.0,1,1,0,0,0,,5.0,,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,7.0,6.0,,,,,,950,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,6.5
730,991,Jazzy Girl,1.0,1.0,97.0,,,,5.0,1.75,120.0,2.0,1.0,11.0,28.576296,1,1,0,0,0,1,1,0,1,1,1,0,0,,1.0,0,1,0,1,,0,0,0,0,0,0,,1.0,3.0,1.0,1.0,,,,,0,0,0,0,0,,2.0,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,4.0,,,,,,1.0,952,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0
731,993,Miley,1.0,1.0,92.0,,,,5.0,2.0,72.0,2.0,1.0,12.0,34.472992,1,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0,1,0,1,,0,0,0,0,0,0,,0.0,1.0,0.0,,,,,,0,0,0,0,0,,,,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6.0,,,,,1.0,954,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0
732,1002,Kimbo,0.0,,,,1.0,Podenco Andaluz,1.0,18.0,25.799999999999997,1.0,1.0,,13.9706336,1,1,0,1,0,1,0,0,0,1,0,0,1,2.0,1.0,0,0,1,1,,0,0,0,0,0,0,,,,,,,0.0,1.0,2.0,0,0,0,0,0,,5.0,,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,7.0,,,7.0,,,,6.0,,,,1.0,963,"30,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,6.0,,,6.666666666666667
733,1022,Lexi,0.0,,,,0.0,,4.0,2.0,84.0,2.0,1.0,6.0,27.215519999999998,1,1,0,0,0,0,0,0,1,0,0,0,0,,1.0,0,1,1,2,,0,0,0,0,0,0,,1.0,2.0,2.0,,,1.0,2.0,2.0,0,0,0,0,0,,4.0,,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.0,3.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,6.0,6.0,6.0,5.0,,,,,1.0,982,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,5.666666666666667,,5.75
734,1024,Fedora,0.0,,,,1.0,"Bichon Frise, Maltese",7.0,1.0,60.0,2.0,0.0,,6.4863656,1,1,1,0,0,0,0,0,0,1,0,0,1,3.0,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,4.0,,,,,4.0,5.0,,,,,1.0,984,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,4.5,,4.333333333333333
735,1028,Bright,0.0,,,,1.0,Labrodor retriver mix,4.0,1.5,96.0,1.0,1.0,36.0,19.958047999999998,1,1,0,0,1,0,0,0,0,0,0,1,1,3.0,1.0,0,1,0,1,,0,0,0,0,0,0,,1.0,2.0,2.0,,,,,,0,0,0,0,0,,2.0,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,6.0,6.0,,,,,1.0,988,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0
736,1032,Flossie,1.0,1.0,196.0,,,,9.0,2.0,96.0,2.0,1.0,6.0,7.257472,1,0,0,1,1,1,0,0,0,1,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,4.0,7.0,7.0,,,,,1.0,992,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0
737,1043,Lexi,1.0,1.0,160.0,,,,4.0,84.0,120.0,2.0,1.0,,36.28736,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,6.0,,,,,1.0,1003,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0
